"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분","폐교여부","폐교일자","휴교여부"
"경기도교육청","경기도교육청","경기도 연천군","S090000786","전곡고등학교","04","공립","일반고등학교","N","단설","주간","19740105","19740105","4180025322","경기도 연천군 전곡읍 은대리","506-1.","486902","11025","경기도 연천군 전곡읍 전은길 9-89",", 11025 (전곡읍, 전곡고등학교)","38.0352131698","127.0692009202","031-832-2089","031-832-1233","jeongok-h.goeyc.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 여주시","S090000787","점동고등학교","04","공립","일반고등학교","N","병설","주간","19560403","19560403","4167031021","경기도 여주군 점동면 청안리","152.","469872","12667","경기도 여주시 점동면 청안로 152","(점동면)","37.206283","127.663635","031-884-1478","031-884-1248","https://jeomdong-h.goeyj.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 부천시 소사구","S090000788","정명고등학교","04","사립","일반고등학교","N","단설","주간","19841229","19841229","4119410200","경기도 부천시 소사구 심곡본동","768-9.","422823","14747","경기도 부천시 소사구 심곡로 100","(심곡본동, 정명고등학교,정명정보고등학교)","37.4746813","126.7698035","032-653-0181","032-656-3972","http://jeongmyung.hs.kr/","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 부천시 소사구","S090000790","경기경영고등학교","04","사립","특성화고등학교","N","단설","주간","19880116","19880116","4119410200","경기도 부천시 소사구 심곡본동","768-9.","422823","14747","경기도 부천시 심곡로 100","(심곡본동, 정명고등학교,경기경영고등학교)","37.474874","126.773046","032-655-4022","032-654-1337","gm-h.goebc.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 고양시 일산동구","S090000791","정발고등학교","04","공립","일반고등학교","N","단설","주간","19961103","19961103","4128510500","경기도 고양시 일산동구 마두동","894.","410350","10407","경기도 고양시 일산동구 정발산로 185",", 정발고등학교 (마두동)","37.663572","126.785618","031-904-2328","031-907-0934","jeongbal-h.goegy.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 시흥시","S090000792","정왕고등학교","04","공립","일반고등학교","N","단설","주간","19980301","19980301","4139013200","경기도 시흥시 정왕1동","1849-4.","429863","15038","경기도 시흥시 정왕대로118번길 13","(정왕동, 정왕고등학교)","37.3503989","126.7283268","031-488-5310","031-433-2051","www.jwg.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 가평군","S090000796","조종고등학교","04","공립","일반고등학교","N","병설","주간","19740601","19730105","4182034500","경기도 가평군 하면 현3리","438.","477834","12438","경기도 가평군 조종면 연등윗길 22","(조종면)","37.814329","127.346902","031-585-0383","031-584-3769","https://jojong-h.goegp.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090000797","주엽고등학교","04","공립","일반고등학교","N","단설","주간","19940910","19940910","4128710400","경기도 고양시 일산서구 대화동","2168번지.","411804","10377","경기도 고양시 일산서구 킨텍스로 341","(대화동)","37.6760677","126.7543636","031-910-3800","031-910-3899","jygo-h.goegy.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090000798","경기영상과학고등학교","04","공립","특성화고등학교","N","단설","주간","19970301","19970301","4128710200","경기도 고양시 일산서구 주엽동","95번지.","411370","10365","경기도 고양시 일산서구 강선로 8","(주엽동)","37.665517","126.762128","031-919-1160","031-919-1163","gmsh-h.goegy.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안성시","S090000800","죽산고등학교","04","공립","일반고등학교","N","단설","주간","19540707","19540707","4155040021","",".","","17519","경기도 안성시 죽산면 죽산향교길 52-9","(죽산면)","37.0824962","127.4247909","031-676-6169","031-675-0674","https://juksan-mh.goean.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 용인시 수지구","S090000801","죽전고등학교","04","공립","일반고등학교","N","단설","주간","20010105","20010105","4146510200","경기도 용인시 수지구 죽전동","861-1.","448160","16867","경기도 용인시 수지구 용구대로2771번길 23",", 죽전고등학교 (죽전동)","37.333027","127.1061","031-8006-0303","031-266-4682","jukjeon-h.goeyi.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 고양시 일산동구","S090000802","중산고등학교","04","공립","일반고등학교","N","단설","주간","19960113","19960113","4128510200","경기도 고양시 일산동구 중산동","1554번지.","410315","10331","경기도 고양시 일산동구 중산로 290","(중산동,중산고등학교)","37.6974051","126.7833467","031-910-6500","031-910-6599","ijungsan-h.goegy.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090000803","중원고등학교","04","공립","일반고등학교","N","단설","주간","19960506","19960113","4119210800","경기도 부천시 원미구 중동","1025.","420020","14510","경기도 부천시 원미구 도약로 111","(중동, 중원고등학교)","37.5121163","126.7621449","032-320-5994","032-323-6903","https://jungwon-h.goebc.kr/jungwon-h/main.do","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090000804","중흥고등학교","04","공립","일반고등학교","N","단설","주간","19940228","19940228","4119210800","경기도 부천시 원미구 중동","1040-4.","420849","14536","경기도 부천시 원미구 계남로 171",", 중흥고등학교 (중동)","37.5085399","126.7686626","032-722-3107","032-324-0894","https://jh-h.goebc.kr/jh-h/main.do","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 양평군","S090000805","지평고등학교","04","공립","일반고등학교","N","단설","주간","19550418","19550418","4183039521","경기도 양평군 지평면 지평리","553번지.","476874","12541","경기도 양평군 지평면 지평로 418",", 지평고등학교 (지평면,지평고등학교)","37.4745024","127.6345481","031-773-7842","031-771-1536","https://jp-h.goeyp.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 남양주시","S090000806","진건고등학교","04","공립","일반고등학교","N","단설","주간","20010105","20010105","4136025900","",".","","12129","경기도 남양주시 진건읍 진건오남로 369-1","(진건읍,진건고등학교)","37.6745275","127.1977814","031-570-3000","031-575-8095","jingeon-h.goegn.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 광명시","S090000807","진성고등학교","04","사립","일반고등학교","N","단설","주간","19950512","19941014","4121010300","",".","","14246","경기도 광명시 철망산로 84","(하안동,진성고등학교)","37.4687495","126.8776717","02-803-2490","02-891-1238","https://jinsung-h.goegm.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 평택시","S090000810","진위고등학교","04","사립","일반고등학교","N","단설","주간","19740105","19740105","4122031029","",".","","17714","경기도 평택시 진위면 진위서로 47","(진위면)","37.1110344","127.0694129","031-646-0200","031-668-1308","http://jinwee-h.goept.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 여주시","S090000811","경기관광고등학교","04","사립","특성화고등학교","N","병설","주간","19750301","19750301","4167035037","경기도 여주시 대신면 율촌리","271번지.","469844","12610","경기도 여주시 대신면 여양로 1416",", 경기관광고등학교 (대신면)","37.3763022476","127.5908038943","031-882-9196","031-884-6545","gtour-h.goeyj.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 수원시 팔달구","S090000812","창현고등학교","04","사립","일반고등학교","N","단설","주간","19860412","19851227","4111514000","경기도 수원시 팔달구 우만동","월드컵길 391.","442190","16495","경기도 수원시 팔달구 월드컵로 216-1",", 창현고등학교 (우만동)","37.284811","127.041699","031-548-5000~1","031-214-8422","https://changhyun-h.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 평택시","S090000813","청담고등학교","04","사립","특성화고등학교","N","단설","주간","19751201","19751201","4122025045","경기도 평택시 팽성읍 송화리","96-1.","451803","17991","경기도 평택시 팽성읍 팽성송화로 192",", 청담고등학교 (팽성읍)","36.9619849","127.0617467","031-691-8095","031-691-8096","https://cheongdam-h.goept.kr/","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 수원시 영통구","S090000815","청명고등학교","04","공립","일반고등학교","N","단설","주간","19980115","19980115","4111710500","경기도 수원시 영통구 영통동","956-1번지.","443810","16707","경기도 수원시 영통구 영통로 466","(영통동)","37.2609246","127.0772823","031-201-9600","031-204-1779","https://cm-h.goesw.kr/","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 양평군","S090000816","청운고등학교","04","공립","일반고등학교","N","병설","주간","19680318","19680318","4183037021","경기도 양평군 청운면 용두리","690-4.","476863","12530","경기도 양평군 청운면 청운로 28","(청운면,청운중고등학교)","37.5533440524","127.7114679839","031-771-7931","031-774-1546","https://cheongun-h.goeyp.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 가평군","S090000817","청평고등학교","04","공립","일반고등학교","N","단설","주간","19540707","19540707","4182032521","경기도 가평군 청평면 청평8리","70-5.","477813","12454","경기도 가평군 청평면 강변나루로40번길 23",", 청평고등학교 (청평면)","37.7314935","127.4149997","031-589-5511","031-589-5508","cheongpyeong-h.goegp.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 남양주시","S090000818","청학고등학교","04","공립","일반고등학교","N","단설","주간","20000108","20000108","4136031021","",".","","12080","경기도 남양주시 별내면 청학로68번길 47","(별내면,청학고등학교)","37.711705","127.1197191","031-821-3235","031-821-3239","http://cheonghak-h.goegn.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안산시 단원구","S090000819","초지고등학교","04","공립","일반고등학교","N","단설","주간","20000514","20000306","4127310700","경기도 안산시 단원구 초지동","725-1.","425080","15444","경기도 안산시 단원구 광덕1로 13","(초지동,초지고등학교)","37.310073","126.810905","031-412-8492","031-405-2672","choji-h.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 광명시","S090000820","충현고등학교","04","공립","일반고등학교","N","단설","주간","19970114","19970114","4121010400","",".","","14328","경기도 광명시 오리로348번길 62",", 충현고등학교 (소하동,충현고등학교)","37.4329601","126.8846468","02-6922-6100","028972360,0269226195","https://chunghyun-h.goegm.kr/chunghyun-h/main.do","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 평택시","S090000821","태광고등학교","04","사립","일반고등학교","N","단설","주간","19621020","19620106","4122011200","경기도 평택시 신장동","263번지.","459120","17767","경기도 평택시 탄현1로 155",", 태광고등학교 (신장동)","37.0739047","127.0518156","031-646-5112","031-667-5610","http://www.taegwang.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 용인시 처인구","S090000822","태성고등학교","04","사립","일반고등학교","N","단설","주간","19521030","19521030","4146110400","경기도 용인시 처인구 남동","28번지.","17063","17063","경기도 용인시 처인구 백옥대로 1059-2","(남동,태성중학교)","37.229483","127.2087415","031-335-9181~7","031-332-7655","taesung-h.goeyi.kr","남","N","","N"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000823","태원고등학교","04","사립","일반고등학교","N","단설","주간","19870305","19861205","4113510700","경기도 성남시 분당구 야탑동","754-1번지.","463070","13514","경기도 성남시 분당구 성남대로 822",", 태원고등학교 (야탑동)","37.40377","127.12952","031-704-6601","031-704-6605","https://taewon-h.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 수원시 영통구","S090000824","태장고등학교","04","공립","일반고등학교","N","단설","주간","19980415","19980115","4111710500","경기도 수원시 영통구 영통동","973-2번지.","443470","16698","경기도 수원시 영통구 영통로 250","(영통동, 태장고등학교)","37.2488856","127.0595369","031-201-4114","031-201-4113","https://taejang-h.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 구리시","S090000825","토평고등학교","04","공립","일반고등학교","N","단설","주간","20010301","20010605","4131010700","",".","","11947","경기도 구리시 장자대로111번길 41","(토평동,토평고등학교)","37.5893444073","127.1431206928","031-560-6000","031-554-0254","https://topyeong-h.goegn.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 김포시","S090000826","통진고등학교","04","사립","일반고등학교","N","단설","주간","19490905","19490905","4157025022","경기도 김포시 통진읍 마송리","23번지.","415865","10032","경기도 김포시 통진읍 김포대로 2165","(통진읍, 통진고등학교)","37.685474","126.602898","031-987-0127","031-987-0222","https://tongjin-h.gpoe.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 남양주시","S090000827","퇴계원고등학교","04","공립","일반고등학교","N","단설","주간","19740426","19740105","4136026521","",".","","12115","경기도 남양주시 퇴계원읍 퇴계원로","149","37.66037","127.145451","031-570-1503","031-571-1510","http://toegyewon-h.goegn.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 파주시","S090000829","세경고등학교","04","사립","특성화고등학교","N","단설","주간","19691122","19691122","4148025327","경기도 파주시 파주읍 연풍2리","산83-1.","413864","10834","경기도 파주시 파주읍 술이홀로 379","(파주읍)","37.8317014","126.8305747","031-950-9920","031-953-3957","www.pjsg.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 파주시","S090000831","파주여자고등학교","04","사립","일반고등학교","N","단설","주간","19621231","19621231","4148031025","",".","","10945","경기도 파주시 월롱면 함영골길 10","(월롱면)","37.7754534","126.7868293","031-770-5900","031-944-4687","paju-h.goepj.kr","녀","N","","N"
"경기도교육청","경기도교육청","경기도 파주시","S090000832","파주고등학교","04","사립","일반고등학교","N","병설","주간","19801126","19801126","4148025022","경기도 파주시 문산읍 당동리","당동리 140.","413902","10821","경기도 파주시 문산읍 독산로31번길 39",", 파주고등학교 (문산읍)","37.860274","126.7815307","031-952-2648","031-953-2552","https://paju-coh-h.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 수원시 영통구","S090000833","수원하이텍고등학교","04","공립","특수목적고등학교","N","단설","주간","20000508","20000508","4111710500","경기도 수원시 영통구 영통동","1049-1.","443817","16710","경기도 수원시 영통구 청명북로 56(영통동)",", 수원하이텍고등학교","37.256326","127.081326","031-201-9000","031-206-1987","https://sht-h.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안양시 동안구","S090000834","평촌고등학교","04","공립","일반고등학교","N","단설","주간","19920413","19920413","4117310400","경기도 안양시 동안구 호계동","1054번지.","431080","14076","경기도 안양시 동안구 동안로 80",", 평촌고등학교 (호계동,평촌고등학교)","37.386585","126.9547681","031-383-4824","031-382-1568","pyeongchon-h.goeay.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안양시 동안구","S090000835","평촌과학기술고등학교","04","공립","특성화고등학교","N","단설","주간","19950302","19941101","4117310400","",".","","14110","경기도 안양시 동안구 갈산로 16",", 13 (호계동)","37.374524","126.96295","031-390-4800","031-390-4889","pcst-h.goeay.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안양시 동안구","S090000836","평촌경영고등학교","04","공립","특성화고등학교","N","단설","주간","19940228","19940228","4117310200","",".","","14050","경기도 안양시 동안구 학의로 186","(관양동,평촌경영고등학교)","37.4010566","126.959053","031-387-0271","031-387-0275","https://pcm-h.goeay.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 평택시","S090000837","평택고등학교","04","공립","일반고등학교","N","단설","주간","19520709","19520709","4122011800","경기도 평택시 비전동","593.","450830","17890","경기도 평택시 평택2로 101","","36.9987329992","127.0921905263","031-650-9800","031-651-4002","pyeongtaek-h.goept.kr/","남","N","","N"
"경기도교육청","경기도교육청","경기도 평택시","S090000838","평택마이스터고등학교","04","공립","특수목적고등학교","N","단설","주간","19520709","19520709","4122011800","경기도 평택시 비전동","564.","450150","17890","경기도 평택시 중앙1로 61","(비전동, 평택마이스터고교)","36.998877","127.090588","031-659-1213","031-651-2515","https://ptmt-h.goept.kr/ptmt-h/main.do","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 평택시","S090000840","평택여자고등학교","04","공립","일반고등학교","N","단설","주간","19540905","19540905","4122012000","",".","","17842","경기도 평택시 영신로 220","(세교동,평택여자종합고등학교)","37.012569","127.090442","031-690-0690","031-690-0789","https://pyeongtaek-gh-h.goept.kr","녀","N","","N"
"경기도교육청","경기도교육청","경기도 포천시","S090000841","포천고등학교","04","공립","일반고등학교","N","단설","주간","19710109","19710109","4165010100","경기 포천시 신읍동","345.","487805","11148","경기도 포천시 원모루로 40",", 포천고등학교 (신읍동)","37.892815","127.191788","031-535-1601","031-535-1604","http://pocheon-h.goepc.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 포천시","S090000843","포천일고등학교","04","공립","일반고등학교","N","단설","주간","19530427","19530427","4165031028","경기도 포천시 군내면 하성북리","663번지.","487873","11153","경기도 포천시 군내면 청군로 3426",", 포천일고등학교 (군내면)","37.895697","127.2060743","031-535-0692","031-535-0862","https://pocheonil-h.goepc.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 용인시 수지구","S090000844","풍덕고등학교","04","공립","일반고등학교","N","단설","주간","20000301","20000301","4146510100","경기도 용인시 수지구 풍덕천2동 1116~1165","정평1길3 (1121번지).","448556","16843","경기도 용인시 수지구 정평로13번길 5",", 풍덕고등학교 (풍덕천동)","37.3171259","127.0892677","031-218-0500","031-265-5563","https://pungduck-h.goeyi.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 성남시 수정구","S090000847","풍생고등학교","04","사립","일반고등학교","N","단설","주간","19740105","19740105","4113110300","경기도 성남시 수정구 수진동","4511.","461807","13326","경기도 성남시 수정구 산성대로 111","(수진동, 풍생고등학교)","37.4352142","127.1304479","031-7508-402","031-751-2400","http://ps.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 하남시","S090000848","하남고등학교","04","사립","일반고등학교","N","단설","주간","19700318","19720930","4145010900","",".","","12914","경기도 하남시 미사강변남로 39","(망월동)","37.5603313","127.1851515","031-792-3083","031-793-8481","hanam-h.goegh.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 하남시","S090000849","하남경영고등학교","04","공립","특성화고등학교","N","단설","주간","19950406","19941111","4145010300","경기도 하남시 창우동","521-2.","465120","12955","경기도 하남시 대청로116번길 11","(창우동, 하남경영고등학교)","37.5383394","127.2258281","031-795-6303","031-796-0107","https://hanambiz-h.goegh.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 김포시","S090000850","하성고등학교","04","공립","일반고등학교","N","병설","주간","19741129","19741129","4157036021","",".","","10011","경기도 김포시 하성면 애기봉로806번길 30","(하성면,하성고등학교)","37.7","126.6","031-988-7261","031-981-1766","https://haseong-h.gpoe.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 평택시","S090000851","한광고등학교","04","사립","일반고등학교","N","단설","주간","19630105","19630105","4122011800","경기도 평택시 비전동","504.","450150","17888","경기도 평택시 중앙1로 115","(비전동)","36.995924","127.097098","031-651-3112","031-651-3115","https://hk-h.goept.kr","남","N","","N"
"경기도교육청","경기도교육청","경기도 평택시","S090000852","한광여자고등학교","04","사립","일반고등학교","N","단설","주간","19680109","19680109","4122011800","경기도 평택시 비전2동","504-14.","450152","17888","경기도 평택시 중앙1로 115",", 504 (비전동)","36.9970992","127.0965305","031-651-3122","031-651-3124","http://hkg-h.goept.kr/","녀","N","","N"
"경기도교육청","경기도교육청","경기도 평택시","S090000853","한국관광고등학교","04","사립","특성화고등학교","N","단설","주간","19991015","19991015","4122033021","경기도 평택시 고덕면 당현리","40-3.","451842","17789","경기도 평택시 고덕면 고덕북로 185","(고덕면)","37.0718303982","127.0220628242","031-662-5111","031-667-5110","https://tourism-h.goept.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 이천시","S090000854","한국도예고등학교","04","공립","특성화고등학교","N","단설","주간","20020114","20020114","4150031028","경기도 이천시 신둔면 수남리","176-4번지.","467841","17307","경기도 이천시 신둔면 둔터로 61",", 한국도예고등학교 (신둔면)","37.2888706","127.3991811","031-638-6841","031-638-6842","doyego.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안산시 단원구","S090000855","한국디지털미디어고등학교","04","사립","특성화고등학교","N","단설","주간","20020305","20020305","4127310200","경기도 안산시 단원구 와동","산27-1번지.","425840","15255","경기도 안산시 단원구 사세충열로 94","(와동, 한국디지털미디어고등학교)","37.3417195","126.8316407","031-363-7800","031-402-8363","www.dimigo.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 하남시","S090000856","한국애니메이션고등학교","04","공립","특성화고등학교","N","단설","주간","20000308","20000308","4145010300","경기도 하남시 창우동","523-4.","465120","13023","경기도 하남시 검단산로 223","(창우동)","37.5349741","127.2272975","031-790-9031","031-791-1552","https://anigo-h.goegh.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 시흥시","S090000857","한국조리과학고등학교","04","사립","특성화고등학교","N","단설","주간","19981027","19981027","4139011200","",".","","14927","경기도 시흥시 금오로 640","(과림동,한국조리과학고등학교)","37.458812","126.833017","02-2610-4600","02-2610-4666","www.kcas.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000858","한솔고등학교","04","공립","일반고등학교","N","단설","주간","19941101","19941101","4113510300","경기도 성남시 분당구 정자동","115.","463010","13607","경기도 성남시 분당구 내정로 70","(정자동)","37.3670011","127.11612","031-714-4381","031-714-4384","www.hansol.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 시흥시","S090000859","경기자동차과학고등학교","04","사립","특성화고등학교","N","단설","주간","19770625","19770625","4139013400","경기도 시흥시 무지내동","341-2.","429110","14933","경기도 시흥시 금오로 103",", 경기자동차과학고등학교 (무지내동,경기자동차과학고등학교)","37.4135703","126.8389099","031-310-9000","031-315-5106","www.ghas.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 시흥시","S090000862","함현고등학교","04","공립","자율고등학교","N","단설","주간","19980301","19980301","4139013200","경기도 시흥시 정왕동","1878-9.","429454","15017","경기도 시흥시 역전로 463",", (정왕동,함현고등학교) (정왕동)","37.3660809","126.7384129","031-430-8226","031-431-0855","www.hamhyun.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 고양시 덕양구","S090000863","행신고등학교","04","공립","일반고등학교","N","단설","주간","19950310","19950310","4128112800","",".","","10532","경기도 고양시 덕양구 소만로 36","(행신동,행신고등학교)","37.6163561","126.8426657","031-974-6292","031-970-9284","https://haengshin-h.goegy.kr/haengshin-h/main.do","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 의정부시","S090000865","호원고등학교","04","공립","일반고등학교","N","단설","주간","20000108","20000108","4115010200","경기도 의정부시 호원동","226-154 호원고등학교.","480854","11646","경기도 의정부시 망월로 56","(호원동)","37.7054024","127.0443683","031-822-2100","031-822-2020","https://howon-h.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 화성시","S090000867","화성고등학교","04","사립","일반고등학교","N","단설","주간","19790305","19790305","4159025941","경기도 화성시 향남읍 장짐리","161.","445925","18587","경기도 화성시 향남읍 장짐길 4",", (화성고등학교) (향남읍)","37.1389226","126.9068548","031-352-7813","031-354-6209","https://hwasung-h.goehs.kr/","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 고양시 덕양구","S090000868","화수고등학교","04","공립","일반고등학교","N","단설","주간","19960113","19960113","4128112300","경기도 고양시 덕양구 화정동","854.","412270","10473","경기도 고양시 덕양구 화수로 51","(화정동)","37.6450412","126.8362259","031-960-4500","031-960-4555","https://hwasu-h.goegy.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 고양시 덕양구","S090000869","화정고등학교","04","공립","일반고등학교","N","단설","주간","19970301","19970301","4128112300","",".","","10496","경기도 고양시 덕양구 화정로 17","(화정동,고양화정고등학교)","37.6361689","126.8275604","031-930-0627","031-968-0195","hwajung-h.goegy.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 수원시 권선구","S090000870","화홍고등학교","04","공립","일반고등학교","N","단설","주간","19990301","19990301","4111313700","",".","","16551","경기도 수원시 권선구 세권로 331","(권선동,화홍고등학교)","37.251694","127.040024","031-220-3308","031-232-4293","hwahong-h.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 평택시","S090000871","효명고등학교","04","사립","일반고등학교","N","단설","주간","19570521","19570521","4122010200","경기도 평택시 장당동","470.","459020","17784","경기도 평택시 송탄로 51","(장당동, 효명중고등학교)","37.0493831","127.0560284","031-664-1022","031-664-1023","https://hmh-h.goept.kr/","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 성남시 수정구","S090000872","효성고등학교","04","사립","일반고등학교","N","단설","주간","19530421","19530421","4113111100","경기도 성남시 수정구 심곡동","321번지.","13103","13103","경기도 성남시 수정구 심곡로 16","(심곡동,효성고등학교)","37.4501783","127.1047749","031-723-6240","031-723-6301","https://hyosung-h.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 수원시 영통구","S090000873","효원고등학교","04","공립","일반고등학교","N","단설","주간","19870116","19870116","4111710100","경기도 수원시 영통구 매탄3동","1154번지.","443373","16546","경기도 수원시 영통구 동수원로 336",", 효원고등학교 (매탄동)","37.2595223","127.0389218","031-228-1516","031-237-2273","https://hyowon-h.goesw.kr/index.do","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 군포시","S090000874","흥진고등학교","04","공립","일반고등학교","N","단설","주간","19920110","19920110","4141010500","",".","","15864","경기도 군포시 오금로 15-17","(금정동,흥진고등학교)","37.3523875","126.9291556","031-390-4109","031-391-2154","https://heungjingo.goegu.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090004768","돌마고등학교","04","공립","일반고등학교","N","단설","주간","20010105","20010105","4113510600","경기도 성남시 분당구 이매동","265번지.","463830","13571","경기도 성남시 분당구 이매로 105","(이매동,돌마고등학교)","37.4","127.1","031-780-7500","031-706-8038","https://dolma-h.goesn.kr/dolma-h/main.do","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 의정부시","S090004831","부용고등학교","04","공립","일반고등학교","N","단설","주간","20030301","20030303","4115010600","경기도 의정부시 민락동","757-1.","480863","11811","경기도 의정부시 오목로 96",", 부용고등학교 (민락동)","37.7364581127","127.0929141745","031-820-8500","031-853-0185","https://buyong-h.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090004832","경기예술고등학교","04","공립","특수목적고등학교","N","단설","주간","20030301","20030303","4119210800","경기도 부천시 원미구 중동","1031.","420847","14537","경기도 부천시 원미구 석천로209번길 37","(중동)","37.5060444","126.7609781","032-328-0844","032-328-0846","www.kgart.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090004833","송호고등학교","04","공립","일반고등학교","N","단설","주간","20030301","20030301","4127110300","경기도 안산시 상록구 이동 621~690","665번지.","426862","15490","경기도 안산시 상록구 광덕3로 296",", 송호고등학교 (이동)","37.311033","126.845524","031-415-8680","031-415-8685","https://songho-h.goeas.kr/","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 시흥시","S090004834","시흥고등학교","04","공립","일반고등학교","N","단설","주간","20030301","20030303","4139012000","경기도 시흥시 하상동","384번지.","429270","14977","경기도 시흥시 상직길 25",", 시흥고등학교 (하상동)","37.389496","126.814003","031-317-2744","031-317-4388","www.siheung.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 오산시","S090004835","운천고등학교","04","공립","일반고등학교","N","단설","주간","20030301","20030303","4137010200","",".","","18132","경기도 오산시 운천로 193","(부산동,운천고등학교)","37.1559905","127.0802523","031-371-9900","031-371-9800","https://uncheon-h.goehs.kr","남녀공학","N","","N"
